input_file_name,width,height,bitrate [kb/s],duration [s],average_cpu_utilization [%],cost [$],model_cpu_energy [kWh],code_carbon_ram_energy [kWh],model_cpu_co2 [g],cpu_co2_germany [g],cpu_co2_austria [g],cpu_co2_sweden [g],cpu_co2_poland [g],cpu_co2_south_africa [g],cpu_co2_taiwan [g],cpu_co2_great_britain [g]
AncientThought_s000.265,640,360,145,9.479899883270264,88.8,0.001004869387626648,0.0001636862713177,3.0510473203680512e-05,0.0001198193913697,0.06379672424607356,0.010346336399539621,0.0027008234767420497,0.11990019374021524,0.1178813963939636,0.09078449822957936,0.0345309829867298
AncientThought_s000.265,960,540,1600,10.01774835586548,92.4,0.001061881325721741,0.0001799855454603,3.224153797589129e-05,0.0001309441104801,0.07014936634315193,0.011376586352636463,0.00296976150009495,0.13183941204966976,0.12961959032232603,0.09982448315091888,0.037969450694395786
AncientThought_s000.265,1280,720,3400,11.306659698486328,93.3,0.001198505928039551,0.0002051216513633,3.63902843325017e-05,0.0001490128643243,0.07994616361884617,0.012965397713255255,0.00338450724749445,0.15025160962361725,0.14772177592346988,0.11376559588737026,0.04327212170218283
AncientThought_s000.265,1920,1080,5800,14.719830513000488,93.8,0.0015603020343780518,0.0002684733531898,4.737602210486339e-05,0.0001948790645568,0.10463748940572454,0.01696975319953861,0.0044298103276317,0.1966567312115285,0.19334555985552093,0.1489020335128928,0.05663669113333156
AncientThought_s000.265,2560,1440,8100,18.026771783828732,93.7,0.0019108378090858455,0.0003284377670281,5.801673406579321e-05,0.0002384424271749,0.12800861969920196,0.02076000385756782,0.00541922315596365,0.24058066434808326,0.23652993188807,0.18215979653795997,0.0692866839359696
AncientThought_s000.265,3840,2160,16800,29.3087956905365,91.1,0.003106732343196869,0.0005191727503293,9.432952873182046e-05,0.0003785309061807,0.2023475794408447,0.03281604426039784,0.00856635038043345,0.3802940396162123,0.37389090902881755,0.28794618665138805,0.10952381812155193
AncientThought_s001.265,640,360,145,8.82524561882019,88.9,0.0009354760355949402,0.0001525541763497,2.8403393352950275e-05,0.0001116508205065,0.05945799023229558,0.009642695230103955,0.00251714390977005,0.11174593417615526,0.10986443266784228,0.08461036005795237,0.03218257478577213
AncientThought_s001.265,960,540,1600,9.514288902282717,91.5,0.001008514623641968,0.0001692750567197,3.062127884545665e-05,0.0001233360390437,0.06597495335650307,0.010699594210157704,0.00279303843587505,0.12399397904718024,0.12190625334763727,0.0938841783331636,0.03570998384049338
AncientThought_s001.265,1280,720,3400,10.850454330444336,92.3,0.0011501481590270996,0.0001947355150805,3.492179917214978e-05,0.0001416985628939,0.07589816700262488,0.012308907349046605,0.00321313599882825,0.14264376479646626,0.14024202677714007,0.10800518505152232,0.04108107970219048
AncientThought_s001.265,1920,1080,5800,13.400790691375732,93.6,0.0014204838132858277,0.000243894390583,4.313049558339932e-05,0.0001770943547646,0.09505783872972424,0.01541615793810046,0.0040242574446195,0.1786526411020475,0.17564461028485717,0.13526992637709637,0.051451554146738715
AncientThought_s001.265,2560,1440,8100,16.767336130142212,93.6,0.0017773376297950745,0.0003051655175685,5.3963424952079125e-05,0.0002215825575352,0.11893826047232287,0.019289003756308938,0.0050352310398802495,0.22353374161892622,0.21977003356891472,0.1692524251814293,0.06437720897705482
AncientThought_s001.265,3840,2160,16800,27.0147397518158,93.4,0.002863562413692475,0.0004906176902704,8.694569182120035e-05,0.0003563566067505,0.1912182447828884,0.031011126505841535,0.0080951918894616,0.35937745812306804,0.3533265066097331,0.27210883646622064,0.10349989024329315
AncientThought_s002.265,640,360,145,8.439473390579224,89.0,0.0008945841794013977,0.0001460497756203,2.7161824401574102e-05,0.0001068715572134,0.056922900048011926,0.009231562900666464,0.0024098212977349503,0.10698146064186975,0.10518018007588606,0.08100285680340889,0.030810417248565793
AncientThought_s002.265,960,540,1600,9.11154317855835,90.7,0.000965823576927185,0.0001606921878907,2.932502304244167e-05,0.0001172406191457,0.06262978023040032,0.010157085376257997,0.00265142110019655,0.11770702762993775,0.1157251573126191,0.08912390470887949,0.03389935613710892
AncientThought_s002.265,1280,720,3400,10.360116243362429,92.7,0.0010981723217964175,0.0001867410952866,3.3343665585056975e-05,0.0001357922974578,0.07278234188795235,0.011803593397907175,0.0030812280722288996,0.13678785229743448,0.1344847121222331,0.10357127997333052,0.039394590226502324
AncientThought_s002.265,1920,1080,5800,12.591476440429688,93.7,0.0013346965026855469,0.0002294097054799,4.052554238097258e-05,0.0001665500479301,0.08941243271079102,0.014500605133875346,0.00378526014041835,0.16804260926402675,0.1652132228964413,0.12723635790178953,0.04839588911853057
AncientThought_s002.265,2560,1440,8100,15.506991386413574,93.0,0.0016437410869598388,0.0002804180942376,4.990664035633945e-05,0.0002038103612444,0.1092929522291046,0.0177247603732683,0.0046268985549203995,0.20540625402904197,0.20194776420011157,0.15552688551652888,0.059156533796873696
AncientThought_s002.265,3840,2160,16800,25.44450521469116,91.7,0.002697117552757263,0.0004536896638141,8.189106402904627e-05,0.0003304533090792,0.17682554647154547,0.028676967500249572,0.00748587945293265,0.33232767874382824,0.326732172890121,0.2516276297928952,0.09570961532878285
AncientThought_s003.265,640,360,145,8.690182209014893,89.2,0.0009211593141555787,0.0001507263825363,2.796854141025184e-05,0.000110254768075,0.05874560759352293,0.009527163429481964,0.00248698531184895,0.11040707520783975,0.10854811648989204,0.0835966199141954,0.03179698644922029
AncientThought_s003.265,960,540,1600,9.407437801361084,90.9,0.000997188406944275,0.000166276463139,3.027737571678112e-05,0.000121273718574,0.06480625150842526,0.010510058107577625,0.0027435616417935,0.1217975092493175,0.1197467662039365,0.09222108336846788,0.035077405536364875
