input_file_name,width,height,bitrate [kb/s],duration [s],average_cpu_utilization [%],cost [$],model_cpu_energy [kWh],code_carbon_ram_energy [kWh],model_cpu_co2 [g],cpu_co2_germany [g],cpu_co2_austria [g],cpu_co2_sweden [g],cpu_co2_poland [g],cpu_co2_south_africa [g],cpu_co2_taiwan [g],cpu_co2_great_britain [g]
AncientThought_s000.265,640,360,145,8.211525678634644,89.1,0.0007718834137916564,0.0001625882084369,1.29772300695916e-05,0.0001083238755585,0.06336875423828178,0.010276929674949056,0.00268270543920885,0.11909586268002925,0.11709060810930748,0.09017548510431567,0.03429933747150103
AncientThought_s000.265,960,540,1600,8.72978162765503,91.8,0.0008205994729995728,0.0001780875452041,1.3796292726951927e-05,0.0001183923280034,0.06940962074329797,0.01125661691977582,0.00293844449586765,0.13044912686200325,0.128252713804486,0.09877180475882397,0.0375690517236816
AncientThought_s000.265,1280,720,3400,9.92989993095398,92.5,0.000933410593509674,0.0002041146096918,1.5692991367623865e-05,0.0001356212898536,0.07955366912737906,0.012901744287602527,0.0033678910599147,0.1495139515992435,0.1469965380797113,0.11320706540031458,0.04305967786956598
AncientThought_s000.265,1920,1080,5800,12.760097980499268,93.9,0.0011994492101669312,0.000266260711193,2.016608815333702e-05,0.0001767253351967,0.10377511218747175,0.016829895786657542,0.0043933017346844995,0.19503597094887248,0.1917520888441588,0.14767484694541763,0.05616991586542329
AncientThought_s000.265,2560,1440,8100,15.906020879745483,93.6,0.0014951659626960753,0.0003308452342987,2.5136479306059887e-05,0.0002196407172941,0.12894693006791833,0.020912175851296996,0.00545894636592855,0.24234413412379774,0.23826370956744708,0.18349503807291648,0.06979455921892992
AncientThought_s000.265,3840,2160,16800,26.1239550113678,91.0,0.0024556517710685732,0.0005282844235632,4.128589913956034e-05,0.0003514248891076,0.2058988540837572,0.0333919779393906,0.0087166929887928,0.386968340260044,0.38045283236943117,0.29299974841873977,0.1114460015208534
AncientThought_s001.265,640,360,145,7.72102165222168,87.1,0.0007257760353088378,0.0001494446635352,1.2202016902465307e-05,9.973600183005436e-05,0.058246057612844196,0.009446148107620766,0.0024658369483308,0.109468216039534,0.10762506518926652,0.0828857465132103,0.031526597144946565
AncientThought_s001.265,960,540,1600,8.29768180847168,90.8,0.0007799820899963379,0.000167428779602,1.311340351789217e-05,0.000111394526985,0.0652553668498795,0.010582894110676417,0.002762574863433,0.122641581058465,0.12057662611004032,0.09286018688675925,0.035320496296871916
AncientThought_s001.265,1280,720,3400,9.410958290100098,92.3,0.0008846300792694091,0.0001930292111502,1.4872888335231002e-05,0.0001282755953825,0.07523313504579045,0.012201054721452225,0.0031849819839783,0.1413938971675215,0.13901320356333569,0.10705882623417967,0.04072112066889427
AncientThought_s001.265,1920,1080,5800,11.733598947525024,93.8,0.0011029583010673523,0.000244580351395,1.8543720318917183e-05,0.0001623475522475,0.09532519195620125,0.015459516377758959,0.0040355757980175,0.17915510739683752,0.17613861639629916,0.13565037739245187,0.05159626329637021
AncientThought_s001.265,2560,1440,8100,14.93459439277649,92.6,0.0014038518729209898,0.0003073207646158,2.3602724595472465e-05,0.0002041797928433,0.11977826800900805,0.01942523333009036,0.0050707926161607,0.22511246008107352,0.22132217065081197,0.17044777907503808,0.06483187630207482
AncientThought_s001.265,3840,2160,16800,23.959675073623657,93.1,0.0022522094569206235,0.000495699055412,3.7865145278961066e-05,0.0003292091118263,0.193198706846827,0.03133231112750017,0.008179034414298,0.36309955808929,0.35698593640587534,0.2749270886078805,0.10457184656462318
AncientThought_s002.265,640,360,145,7.33991551399231,88.7,0.0006899520583152771,0.0001446778902424,1.1599699294757216e-05,9.64232727444696e-05,0.0563882077219754,0.009144848312405033,0.0023871851889996,0.10597655460255799,0.10419219395623505,0.0802419748756911,0.030521006595719633
AncientThought_s002.265,960,540,1600,7.8941662311553955,90.9,0.0007420516257286071,0.0001594621578693,1.247567811565953e-05,0.0001060856448027,0.06215037602955967,0.010079337228655337,0.00263112560484345,0.11680603063926225,0.11483933069220753,0.08844169930826051,0.03363987105384441
AncientThought_s002.265,1280,720,3400,9.095712900161743,92.5,0.0008549970126152038,0.0001869674318366,1.4374658346632807e-05,0.000124228069643,0.07287055655831484,0.011817899754005093,0.0030849626253039,0.1369536438203095,0.13464771216099142,0.10369681188237427,0.03944233780786274
